time,open,high,low,close
1610704800,1.36402,1.36609,1.36057,1.3606
1610719200,1.36058,1.36152,1.35724,1.36053
1610733600,1.36051,1.36051,1.35754,1.35819
1610920800,1.3589,1.3598,1.35659,1.35859
1610935200,1.35858,1.35896,1.35594,1.35715
1610949600,1.35715,1.35732,1.352,1.35289
1610964000,1.35293,1.35572,1.35258,1.35553
1610978400,1.35552,1.35875,1.35449,1.35808
1610992800,1.35816,1.3588,1.35774,1.35849
1611007200,1.35847,1.36103,1.3574,1.3603
1611021600,1.3603,1.36147,1.35982,1.36084
1611036000,1.36087,1.36126,1.35842,1.3607
1611050400,1.36071,1.36268,1.3604,1.36154
1611064800,1.36158,1.36287,1.36042,1.36253
1611079200,1.36259,1.36364,1.36192,1.36352
1611093600,1.36279,1.36506,1.36247,1.3643
1611108000,1.3643,1.3657,1.3643,1.36542
1611122400,1.3654,1.36982,1.36525,1.36907
1611136800,1.36906,1.37187,1.36593,1.36728
1611151200,1.36728,1.36803,1.36233,1.36422
1611165600,1.36421,1.36599,1.36359,1.3659
1611180000,1.36534,1.36819,1.36494,1.36732
1611194400,1.36734,1.36949,1.36699,1.36943
1611208800,1.36946,1.37457,1.36917,1.37336
1611223200,1.37335,1.37366,1.37083,1.37117
1611237600,1.37116,1.37398,1.37055,1.37101
1611252000,1.37102,1.37386,1.37034,1.37335
1611266400,1.3731,1.3736,1.37147,1.37169
1611280800,1.3717,1.37215,1.37041,1.3707
1611295200,1.37069,1.37072,1.36514,1.36678
1611309600,1.36677,1.36769,1.36359,1.36467
1611324000,1.36465,1.36848,1.36412,1.36793
1611338400,1.36791,1.36932,1.36735,1.36829
1611525600,1.36754,1.36909,1.36686,1.36818
1611540000,1.36818,1.3715,1.36818,1.37147
1611554400,1.37147,1.37232,1.36661,1.36735
1611568800,1.36732,1.36994,1.36679,1.36825
1611583200,1.36825,1.36909,1.36486,1.36698
1611597600,1.36698,1.36774,1.36593,1.36755
1611612000,1.36758,1.36791,1.36591,1.36749
1611626400,1.36751,1.36771,1.36461,1.36532
1611640800,1.36531,1.36649,1.36094,1.36585
1611655200,1.36584,1.37141,1.36445,1.3708
1611669600,1.37081,1.37443,1.37061,1.37313
1611684000,1.37313,1.37412,1.37279,1.37366
1611698400,1.37352,1.37515,1.373,1.37328
1611712800,1.37326,1.37444,1.37228,1.37426
1611727200,1.37427,1.37589,1.3721,1.3735
1611741600,1.37346,1.37446,1.36812,1.36947
1611756000,1.36946,1.37131,1.36591,1.37123
1611770400,1.37123,1.37303,1.36728,1.36888
1611784800,1.36842,1.36919,1.36511,1.36778
1611799200,1.36777,1.36807,1.36613,1.36798
1611813600,1.36797,1.36797,1.36301,1.36501
1611828000,1.36502,1.36844,1.36377,1.36822
1611842400,1.36823,1.37337,1.36811,1.37259
1611856800,1.37258,1.3746,1.37205,1.37272
1611871200,1.37201,1.37313,1.37068,1.37145
1611885600,1.37147,1.37177,1.36957,1.37039
